time,speed,y4,y6,y8,y10,eps4,eps6,eps8,eps10,sigma_y4,sigma_y6,sigma_y8,sigma_y10,sigma_eps4,sigma_eps6,sigma_eps8,sigma_eps10,K4,K6,K8,K10,delta_f,L
3.62,11.675193740595,-0.00591362145336,-0.005774328618886,-0.005635035784148,-0.00549574294819,6.96464158328936E-05,6.96464158328936E-05,6.96464158328936E-05,6.96464158328936E-05,0.0010034991,0.0010027001,0.0010083374,0.0010042595,0.001000801,0.0010157675,0.0010015349,0.0010063543,0,0,0,0,0.000224347336078,8
3.64,11.748632361156,-0.00573886218503,-0.005492401067467,-0.005245939948895,-0.004999478950466,0.000123230558954,0.000123230558954,0.000123230558954,0.000123230558954,0.0010038239,0.0010029505,0.0010089532,0.0010047726,0.001000898,0.0010169869,0.0010017167,0.001006975,0,0,0,0,-1.94768801791267E-05,8
3.66,11.8218946559556,-0.005557988413072,-0.005211553677844,-0.004865118941678,-0.004518684203731,0.000173217367743,0.000173217367743,0.000173217367743,0.000173217367743,0.0010037988,0.0010027954,0.0010088334,0.0010048705,0.0010008913,0.0010163395,0.0010016445,0.0010070866,0,0,0,0,-0.00034446881962,8
3.68,11.8949805614617,-0.005363172354033,-0.004920521757315,-0.004477871160069,-0.004035220568653,0.000221325299832,0.000221325299832,0.000221325299832,0.000221325299832,0.0010033628,0.0010028154,0.0010080163,0.0010054295,0.0010009289,0.0010151333,0.0010016292,0.0010068231,0,0,0,0,-0.000349051588289,8
3.7,11.9678836991994,-0.005261637269277,-0.004759159276496,-0.004256681285431,-0.003754203288837,0.000251238999225,0.000251238999225,0.000251238999225,0.000251238999225,0.0010034223,0.0010033156,0.0010084595,0.0010061589,0.0010009904,0.0010162051,0.0010016995,0.0010070193,0,0,0,0,0.001389964244257,8
3.72,12.040611283978,-0.005298675914892,-0.004787775953216,-0.004276875992831,-0.003765976271265,0.000255449983804,0.000255449983804,0.000255449983804,0.000255449983804,0.0010039175,0.0010036575,0.0010089577,0.0010065349,0.0010010406,0.0010173677,0.001001789,0.0010074268,0,0,0,0,0.001991171295832,8
3.74,12.1131675839632,-0.005431942646616,-0.004951674762003,-0.004471406764144,-0.003991138881673,0.000240133944204,0.000240133944204,0.000240133944204,0.000240133944204,0.0010042842,0.0010038592,0.0010093952,0.0010067687,0.0010010286,0.0010180606,0.0010019242,0.0010077064,0,0,0,0,0.001660579320905,8
3.76,12.1855476508731,-0.005631627407042,-0.005210670752243,-0.004789714097988,-0.004368757447848,0.000210478328886,0.000210478328886,0.000210478328886,0.000210478328886,0.0010048744,0.0010042482,0.0010099866,0.0010067306,0.0010010655,0.0010191401,0.0010020909,0.0010079968,0,0,0,0,0.001595869923277,8
3.78,12.2577512248085,-0.005956302110044,-0.005639985355038,-0.005323668450462,-0.005007351695456,0.000158158377651,0.000158158377651,0.000158158377651,0.000158158377651,0.0010046836,0.0010038615,0.0010093834,0.0010066112,0.0010009648,0.0010175488,0.0010019549,0.0010078141,0,0,0,0,0.002752727355477,8
3.8,12.3297826737021,-0.00639887388473,-0.006230648449849,-0.006062423014855,-0.005894197576963,8.41127178092328E-05,8.41127178092328E-05,8.41127178092328E-05,8.41127178092328E-05,0.0010051836,0.001004422,0.0010107852,0.0010068875,0.0010011499,0.0010201853,0.0010020895,0.0010084541,0,0,0,0,0.002723191405186,8
3.82,12.4016428412771,-0.006917831585084,-0.006926353698343,-0.006934875816931,-0.006943397931002,-4.26105472210195E-06,-4.26105472210195E-06,-4.26105472210195E-06,-4.26105472210195E-06,0.0010060215,0.0010039139,0.0010119342,0.0010056016,0.0010012296,0.0010205874,0.0010021038,0.0010089013,0,0,0,0,0.002382520574878,8
3.84,12.4733287955403,-0.007514766977773,-0.007727819839371,-0.007940872801272,-0.008153925662248,-0.000106526430635,-0.000106526430635,-0.000106526430635,-0.000106526430635,0.0010051633,0.0010039198,0.0010103183,0.001006253,0.001001127,0.0010186719,0.0010020122,0.0010076563,0,0,0,0,0.002649931109156,8
3.86,12.5448379521883,-0.008219203265536,-0.008671940609956,-0.009124677955019,-0.009577415297611,-0.000226368674258,-0.000226368674258,-0.000226368674258,-0.000226368674258,0.0010051784,0.0010037475,0.0010095919,0.0010060923,0.0010009944,0.001017351,0.0010020683,0.0010072712,0,0,0,0,0.003243801890702,8
3.88,12.6161688307256,-0.009070565116647,-0.009808793290605,-0.01054702146525,-0.011285249639528,-0.000369114095567,-0.000369114095567,-0.000369114095567,-0.000369114095567,0.0010057824,0.0010038777,0.0010089033,0.0010073234,0.0010011148,0.0010175848,0.0010024176,0.0010078433,0,0,0,0,0.003954096081751,8
3.9,12.6873398813604,-0.009966312762544,-0.011003880115177,-0.01204144796209,-0.013079015313941,-0.000518783699302,-0.000518783699302,-0.000518783699302,-0.000518783699302,0.0010051897,0.0010030549,0.0010081503,0.0010071546,0.0010012346,0.001015789,0.0010023672,0.0010076512,0,0,0,0,0.002425257288367,8
3.92,12.7583369595295,-0.010898908249542,-0.012243272206175,-0.013587635522037,-0.014931998837539,-0.000672181708615,-0.000672181708615,-0.000672181708615,-0.000672181708615,0.0010053372,0.0010030104,0.0010077064,0.0010078686,0.0010012825,0.0010151352,0.0010024713,0.0010076776,0,0,0,0,0.002769297787924,8
3.94,12.8291674777226,-0.011837510414242,-0.013485475063528,-0.015133438927296,-0.016781402790855,-0.000823982025025,-0.000823982025025,-0.000823982025025,-0.000823982025025,0.001004506,0.0010027499,0.0010081604,0.0010062981,0.0010011054,0.0010152111,0.0010020587,0.001006888,0,0,0,0,0.002044162374235,8
3.96,12.8998249776753,-0.012676301460482,-0.014588450343963,-0.016500599226843,-0.018412748109454,-0.000956074587301,-0.000956074587301,-0.000956074587301,-0.000956074587301,0.0010041267,0.0010032761,0.0010082163,0.0010065294,0.0010010973,0.0010163435,0.0010019671,0.0010067197,0,0,0,0,0.000390450930515,8
3.98,12.9703085057535,-0.013360751418513,-0.015476367061734,-0.017591981696148,-0.019707596330996,-0.001057807514479,-0.001057807514479,-0.001057807514479,-0.001057807514479,0.0010039819,0.001003767,0.0010080714,0.0010065411,0.0010010212,0.0010170805,0.0010018151,0.0010067825,0,0,0,0,-0.000534490850356,8
4,13.0406150715797,-0.013849587508084,-0.016093033802185,-0.018336480096024,-0.020579926389183,-0.001121723382222,-0.001121723382222,-0.001121723382222,-0.001121723382222,0.0010040972,0.0010036035,0.0010081257,0.0010059143,0.0010011407,0.0010171032,0.0010017832,0.00100671,0,0,0,0,-0.001628480561641,8
4.02,13.1107538433375,-0.014149009010888,-0.016444654117375,-0.018740298128959,-0.0210359421407,-0.001147822258019,-0.001147822258019,-0.001147822258019,-0.001147822258019,0.0010041725,0.001004014,0.0010085282,0.0010061649,0.0010011275,0.001018556,0.0010016933,0.0010070154,0,0,0,0,-0.002020055556756,8
4.04,13.180723119511,-0.01426852339617,-0.016542863378068,-0.018817202275035,-0.02109154117303,-0.001137169693755,-0.001137169693755,-0.001137169693755,-0.001137169693755,0.0010042898,0.0010035876,0.0010081504,0.0010064397,0.0010011207,0.0010179301,0.0010018698,0.0010071881,0,0,0,0,-0.002356028733609,8
4.06,13.250530513259,-0.014293786737753,-0.016502079090255,-0.018710371442185,-0.02091866379487,-0.001104146400489,-0.001104146400489,-0.001104146400489,-0.001104146400489,0.001003941,0.0010030526,0.0010080831,0.0010053901,0.001001075,0.0010168994,0.001001761,0.001006532,0,0,0,0,-0.001527016281913,8
4.08,13.3201696178323,-0.014268202076972,-0.016381685968797,-0.018495169859981,-0.020608653750671,-0.001056742142403,-0.001056742142403,-0.001056742142403,-0.001056742142403,0.0010032996,0.0010038033,0.0010077493,0.0010055013,0.0010008314,0.0010174579,0.0010016764,0.0010062843,0,0,0,0,-0.001285591967843,8
4.1,13.3896363035564,-0.0143289044505,-0.016365689011515,-0.018402473572138,-0.020439258133222,-0.00101839245651,-0.00101839245651,-0.00101839245651,-0.00101839245651,0.0010036645,0.001003334,0.0010081821,0.0010051307,0.0010008465,0.0010170179,0.00100175,0.0010063229,0,0,0,0,0.000822411216728,8
4.12,13.4589382380379,-0.014463241370345,-0.016442501913904,-0.018421762458102,-0.020401023001758,-0.000989630433455,-0.000989630433455,-0.000989630433455,-0.000989630433455,0.0010034877,0.0010037267,0.0010082005,0.0010062646,0.0010008544,0.0010176805,0.0010017792,0.0010066924,0,0,0,0,0.000372246438892,8
4.14,13.528072707677,-0.014597608850792,-0.016517214857144,-0.018436820863045,-0.020356426869908,-0.000959803150449,-0.000959803150449,-0.000959803150449,-0.000959803150449,0.0010038877,0.0010030218,0.0010076705,0.0010057152,0.0010008836,0.0010158116,0.0010018429,0.0010068524,0,0,0,0,-0.000380933414072,8
4.16,13.5970400332246,-0.014746222400487,-0.01661043452741,-0.018474646654393,-0.020338858781652,-0.000932106198405,-0.000932106198405,-0.000932106198405,-0.000932106198405,0.0010036877,0.0010029663,0.0010071738,0.0010055598,0.0010008991,0.0010150432,0.0010017911,0.001006615,0,0,0,0,0.000124301310982,8
4.18,13.6658390311684,-0.01485756998349,-0.016654670706205,-0.018451771429341,-0.020248872152018,-0.000898550482452,-0.000898550482452,-0.000898550482452,-0.000898550482452,0.0010035788,0.0010034669,0.0010079681,0.0010058284,0.0010008742,0.0010167616,0.0010016947,0.0010066605,0,0,0,0,-0.000791698115182,8
4.2,13.7344692915983,-0.015049137437927,-0.016804692764953,-0.018560248092163,-0.020315803419149,-0.000877777776375,-0.000877777776375,-0.000877777776375,-0.000877777776375,0.0010035583,0.0010034961,0.0010086282,0.0010055732,0.0010008059,0.0010176612,0.001001662,0.0010068372,0,0,0,0,0.001288575629903,8
4.22,13.8029376016015,-0.015285539447824,-0.017015528147337,-0.018745516847133,-0.020475505546167,-0.000864994457584,-0.000864994457584,-0.000864994457584,-0.000864994457584,0.0010033031,0.0010037126,0.0010090685,0.0010055391,0.0010007869,0.001018515,0.0010016515,0.0010069314,0,0,0,0,0.000379394896654,8
4.24,13.8712364726386,-0.015464231872825,-0.017152675790495,-0.018841119709098,-0.020529563627415,-0.00084422205939,-0.00084422205939,-0.00084422205939,-0.00084422205939,0.0010034066,0.0010043156,0.0010099412,0.0010068719,0.0010008877,0.0010202386,0.001001743,0.0010074823,0,0,0,0,-0.000807479821442,8
4.26,13.9393741630005,-0.0156569148382,-0.017309139891688,-0.018961364944632,-0.020613589998199,-0.000826112620609,-0.000826112620609,-0.000826112620609,-0.000826112620609,0.0010028643,0.0010038803,0.0010090155,0.0010063224,0.0010008635,0.0010178894,0.0010015826,0.0010068926,0,0,0,0,0.000459228906505,8
4.28,14.0073453709465,-0.015864766385562,-0.017487163992877,-0.019109561600379,-0.020731959206898,-0.000811198892669,-0.000811198892669,-0.000811198892669,-0.000811198892669,0.0010035053,0.00100431,0.0010095516,0.0010072122,0.001001004,0.0010191699,0.0010017292,0.0010076865,0,0,0,0,0.000158645559335,8
4.3,14.0751515570577,-0.016074494072989,-0.017669194792592,-0.019263895511676,-0.02085859623056,-0.000797350444183,-0.000797350444183,-0.000797350444183,-0.000797350444183,0.001004099,0.0010041739,0.0010102474,0.0010067447,0.0010010557,0.0010196274,0.0010019136,0.0010081042,0,0,0,0,0.000150314563427,8
4.32,14.1427913381461,-0.016361580573351,-0.017954150833797,-0.019546721093772,-0.021139291353717,-0.000796285214347,-0.000796285214347,-0.000796285214347,-0.000796285214347,0.0010046177,0.0010043378,0.0010095192,0.0010071874,0.0010010261,0.0010187877,0.0010021122,0.001008197,0,0,0,0,0.001352365949248,8
4.34,14.210263196748,-0.016782496423631,-0.018417677278384,-0.020052858133297,-0.021688038987889,-0.000817590518463,-0.000817590518463,-0.000817590518463,-0.000817590518463,0.00100468,0.0010042591,0.0010098713,0.0010070201,0.0010010442,0.0010187725,0.0010019528,0.0010077815,0,0,0,0,0.002235703294905,8
4.36,14.2775655390068,-0.01739014653606,-0.01913078841391,-0.02087143029191,-0.022612072170671,-0.000870321048829,-0.000870321048829,-0.000870321048829,-0.000870321048829,0.0010049256,0.0010042131,0.0010106158,0.0010062594,0.0010010892,0.0010197344,0.0010019884,0.001008191,0,0,0,0,0.003215693911003,8
4.38,14.3447154127734,-0.018128508205822,-0.02002041759863,-0.021912326990823,-0.023804236384061,-0.000945954837301,-0.000945954837301,-0.000945954837301,-0.000945954837301,0.0010051206,0.001004199,0.0010117036,0.0010059583,0.001001116,0.0010208046,0.0010019767,0.001007996,0,0,0,0,0.002606343017982,8
4.39999999999999,14.4117075760961,-0.018909542645137,-0.020969763694948,-0.02302998474545,-0.025090205795314,-0.001030110707205,-0.001030110707205,-0.001030110707205,-0.001030110707205,0.0010048208,0.0010044948,0.00101038,0.0010064358,0.0010009455,0.0010198329,0.0010019338,0.001007286,0,0,0,0,0.001663755702103,8
4.41999999999999,14.4785295365122,-0.019790003811551,-0.022051559715473,-0.024313115619018,-0.026574671523025,-0.00113077819286,-0.00113077819286,-0.00113077819286,-0.00113077819286,0.0010053325,0.001004065,0.0010097132,0.0010067472,0.0010009806,0.0010188628,0.0010022668,0.0010077279,0,0,0,0,0.002880451644595,8
4.43999999999999,14.5451961587091,-0.020744036378823,-0.023230362601161,-0.025716688823562,-0.028203015046193,-0.001243163431387,-0.001243163431387,-0.001243163431387,-0.001243163431387,0.0010054584,0.0010034905,0.0010092253,0.0010077452,0.0010012526,0.0010180487,0.0010024555,0.0010083998,0,0,0,0,0.002299780203965,8
4.45999999999999,14.6117033745037,-0.021713999688214,-0.024428292122037,-0.027142584555978,-0.029856876989781,-0.001357146633472,-0.001357146633472,-0.001357146633472,-0.001357146633472,0.0010053781,0.0010028415,0.0010079567,0.0010075737,0.0010012577,0.0010154987,0.0010024181,0.0010077998,0,0,0,0,0.001631704589268,8
4.47999999999999,14.6780441144917,-0.022749994322293,-0.025709297457541,-0.028668600592812,-0.031627903728046,-0.001479652107571,-0.001479652107571,-0.001479652107571,-0.001479652107571,0.001004539,0.0010028789,0.0010088909,0.0010067739,0.0010011512,0.0010165783,0.001002144,0.0010072674,0,0,0,0,0.002496696495208,8
4.49999999999999,14.7442321268186,-0.023778232838586,-0.026975089707592,-0.030171946576822,-0.033368803445693,-0.001598429115218,-0.001598429115218,-0.001598429115218,-0.001598429115218,0.00100476,0.0010033167,0.0010091776,0.0010070296,0.0010011835,0.0010180012,0.0010021138,0.0010075221,0,0,0,0,0.001169146939663,8
4.51999999999999,14.8102568885895,-0.024773587596106,-0.028189888926231,-0.031606190256437,-0.03502249158714,-0.001708151495807,-0.001708151495807,-0.001708151495807,-0.001708151495807,0.0010041752,0.0010035008,0.001008953,0.0010056772,0.0010010706,0.0010183295,0.0010017074,0.0010066346,0,0,0,0,0.000939737703847,8
4.53999999999999,14.8761129799908,-0.025593904172266,-0.029165734076172,-0.032737563980008,-0.036309393884418,-0.001785915901354,-0.001785915901354,-0.001785915901354,-0.001785915901354,0.0010046571,0.0010037825,0.0010098174,0.0010058723,0.0010011847,0.0010202234,0.0010017981,0.0010074385,0,0,0,0,-0.00161951293477,8
4.55999999999999,14.9418010651406,-0.026155466887649,-0.029788016820377,-0.033420566753286,-0.037053116685788,-0.001816275964915,-0.001816275964915,-0.001816275964915,-0.001816275964915,0.0010045026,0.0010040912,0.0010090499,0.001006915,0.0010012068,0.0010203671,0.0010018997,0.0010075887,0,0,0,0,-0.002858935939491,8
4.57999999999999,15.0073265459129,-0.026437883661474,-0.030027823002828,-0.033617762344228,-0.037207701685178,-0.001794970634486,-0.001794970634486,-0.001794970634486,-0.001794970634486,0.0010034003,0.0010035081,0.0010077782,0.0010053064,0.0010009666,0.0010171602,0.0010015714,0.0010061362,0,0,0,0,-0.003745470431655,8
4.59999999999999,15.0727174321593,-0.026605897429118,-0.03010102769869,-0.033596157968566,-0.03709128823753,-0.001747566024258,-0.001747566024258,-0.001747566024258,-0.001747566024258,0.0010032873,0.0010042072,0.0010080517,0.0010061502,0.0010008351,0.0010185678,0.0010016486,0.0010064098,0,0,0,0,-0.001643166471146,8
4.61999999999999,15.1379464380771,-0.026718324445369,-0.030087754347259,-0.03345718424879,-0.036826614150854,-0.001684715747815,-0.001684715747815,-0.001684715747815,-0.001684715747815,0.0010034551,0.0010037092,0.0010076392,0.001006708,0.0010008828,0.00101713,0.0010018096,0.001006502,0,0,0,0,-0.001536009936535,8
4.63999999999999,15.2030155312158,-0.026769189960101,-0.02998309071104,-0.033196991462062,-0.036410892213096,-0.001606951067055,-0.001606951067055,-0.001606951067055,-0.001606951067055,0.0010032713,0.0010035676,0.0010071745,0.0010063925,0.0010008127,0.0010161956,0.0010018126,0.0010064124,0,0,0,0,-0.001758446650806,8
4.65999999999999,15.2679291589309,-0.026808282800285,-0.029856002719783,-0.032903722639317,-0.035951442558846,-0.001523860549508,-0.001523860549508,-0.001523860549508,-0.001523860549508,0.001003639,0.0010036614,0.001008156,0.0010065809,0.0010009777,0.0010177321,0.0010019258,0.0010068264,0,0,0,0,-0.00092768486402,8
4.67999999999999,15.3326868678099,-0.026851224290711,-0.029730633072886,-0.032610041854816,-0.035489450636852,-0.001439704888446,-0.001439704888446,-0.001439704888446,-0.001439704888446,0.00100348,0.0010036532,0.0010087288,0.001006,0.0010009004,0.001018413,0.0010018344,0.0010067312,0,0,0,0,-0.000869645468669,8
4.69999999999999,15.3972857107656,-0.026914353429823,-0.029630776586659,-0.032347199743739,-0.035063622900962,-0.001358211996069,-0.001358211996069,-0.001358211996069,-0.001358211996069,0.0010032702,0.0010035527,0.0010081585,0.0010057423,0.0010008911,0.0010172483,0.0010016588,0.0010065308,0,0,0,0,-0.000447038994302,8
4.71999999999999,15.4617296879305,-0.027003813419208,-0.029566838950579,-0.032129864481528,-0.034692890013217,-0.001281513116424,-0.001281513116424,-0.001281513116424,-0.001281513116424,0.0010032557,0.0010040256,0.0010081644,0.0010063163,0.0010008679,0.0010180003,0.0010016458,0.001006588,0,0,0,0,-0.000344124876405,8
4.73999999999999,15.5260160832383,-0.027115528239763,-0.029535808086009,-0.031956087932458,-0.034376367779159,-0.001210140218496,-0.001210140218496,-0.001210140218496,-0.001210140218496,0.0010030281,0.0010037215,0.0010076686,0.0010061074,0.0010008282,0.0010164242,0.0010015821,0.0010063789,0,0,0,0,-0.000232450926959,8
4.75999999999999,15.5901451905865,-0.027224096818769,-0.02950482734917,-0.031785557879832,-0.034066288410118,-0.001140365512423,-0.001140365512423,-0.001140365512423,-0.001140365512423,0.0010031933,0.0010042678,0.0010090828,0.001007588,0.0010009324,0.0010190164,0.0010018251,0.0010073355,0,0,0,0,-0.000557460518246,8
4.77999999999999,15.654114351207,-0.02725877952244,-0.029381850646421,-0.031504921770548,-0.033627992894801,-0.001061535761374,-0.001061535761374,-0.001061535761374,-0.001061535761374,0.0010033336,0.0010042762,0.001009624,0.0010069059,0.0010009034,0.0010196255,0.0010017038,0.0010072859,0,0,0,0,-0.001557852197464,8
4.79999999999999,15.717933966779,-0.027317373637798,-0.029294503806503,-0.031271633975151,-0.033248766029131,-0.000988565245315,-0.000988565245315,-0.000988565245315,-0.000988565245315,0.0010034253,0.0010047598,0.0010093122,0.001006679,0.0010008463,0.0010193357,0.0010017189,0.001006974,0,0,0,0,0.000188019742888,8
4.81999999999999,15.7815895140668,-0.027522802092672,-0.029406189406475,-0.031289576720317,-0.033172964033503,-0.000941693796026,-0.000941693796026,-0.000941693796026,-0.000941693796026,0.0010045071,0.0010047394,0.0010092766,0.0010075048,0.0010009839,0.0010194161,0.0010020274,0.001008402,0,0,0,0,0.001843602055648,8
4.83999999999999,15.8450944533119,-0.027868387768256,-0.02971022959707,-0.031552071426076,-0.03339391325487,-0.000920921044621,-0.000920921044621,-0.000920921044621,-0.000920921044621,0.001004831,0.0010045989,0.0010104349,0.0010069151,0.0010010415,0.001020557,0.0010019623,0.0010083782,0,0,0,0,0.001747052469526,8
4.85999999999998,15.9084478667083,-0.028303800690866,-0.030141381366184,-0.031978962041232,-0.033816544469127,-0.000918790466948,-0.000918790466948,-0.000918790466948,-0.000918790466948,0.001004862,0.0010052008,0.0010113325,0.0010072506,0.0010010957,0.0010225227,0.0010019055,0.0010079321,0,0,0,0,0.001364306144383,8
4.87999999999998,15.9716326541408,-0.028925411905272,-0.030825843159055,-0.032726274412875,-0.034626705667108,-0.000950215769927,-0.000950215769927,-0.000950215769927,-0.000950215769927,0.0010047941,0.0010050031,0.0010104083,0.0010074123,0.0010009399,0.0010208748,0.001002017,0.0010076304,0,0,0,0,0.003430072974085,8
4.89999999999998,16.0346806305968,-0.029656312574981,-0.031663270152149,-0.033670229643168,-0.035677187219934,-0.001003478956953,-0.001003478956953,-0.001003478956953,-0.001003478956953,0.0010052022,0.0010041114,0.0010098717,0.001006985,0.0010010223,0.0010193093,0.0010023107,0.001007748,0,0,0,0,0.001947883448275,8
4.91999999999998,16.0975802384851,-0.030354113631182,-0.032464402030549,-0.034574692442119,-0.036684980841592,-0.001055144395399,-0.001055144395399,-0.001055144395399,-0.001055144395399,0.0010051162,0.001004068,0.0010086043,0.001009362,0.0010012221,0.001018561,0.0010025002,0.0010084668,0,0,0,0,0.000344947346219,8
4.93999999999998,16.1603234211316,-0.030990391907127,-0.033188031770071,-0.035385673728927,-0.03758331359201,-0.00109882015265,-0.00109882015265,-0.00109882015265,-0.00109882015265,0.0010045915,0.0010033775,0.0010074114,0.0010082698,0.0010011907,0.001015866,0.0010022119,0.0010069042,0,0,0,0,0.00014681972452,8
4.95999999999998,16.2229114025711,-0.031676977638076,-0.03397901339533,-0.036281051348097,-0.038583087105655,-0.00115101813274,-0.00115101813274,-0.00115101813274,-0.00115101813274,0.0010034514,0.0010033812,0.0010071703,0.0010062492,0.0010009152,0.001015428,0.0010016747,0.0010059864,0,0,0,0,0.001748056458012,8
4.97999999999998,16.2853472433362,-0.032264354738007,-0.034638828188905,-0.037013303904169,-0.039387777355514,-0.001187237004396,-0.001187237004396,-0.001187237004396,-0.001187237004396,0.0010037386,0.0010043555,0.0010075988,0.0010071291,0.0010010075,0.0010178441,0.0010016774,0.0010065789,0,0,0,0,-0.001127140354364,8
4.99999999999998,16.3476229623243,-0.032637690004227,-0.035014294115093,-0.037390900492641,-0.039767504603906,-0.00118830233524,-0.00118830233524,-0.00118830233524,-0.00118830233524,0.001003734,0.0010042714,0.0010083732,0.0010064894,0.0010010106,0.001019077,0.0010016056,0.0010064482,0,0,0,0,-0.002480678761339,8
5.01999999999998,16.4097315060662,-0.032735543587966,-0.03502160041302,-0.037307657237984,-0.039593714062553,-0.001143028661369,-0.001143028661369,-0.001143028661369,-0.001143028661369,0.0010040773,0.0010045194,0.001008831,0.0010073747,0.0010010728,0.001020887,0.0010018281,0.0010072758,0,0,0,0,-0.003876320326523,8
5.03999999999998,16.4716944938287,-0.032556300752673,-0.034655938454475,-0.03675557415412,-0.038855209853178,-0.001049818042543,-0.001049818042543,-0.001049818042543,-0.001049818042543,0.001003125,0.0010042645,0.0010083109,0.0010058094,0.0010009122,0.0010195882,0.0010015179,0.0010060995,0,0,0,0,-0.00422949045081,8
5.05999999999998,16.5335276061614,-0.032216736457687,-0.034070296195709,-0.035923855933686,-0.037777415671366,-0.000926780001669,-0.000926780001669,-0.000926780001669,-0.000926780001669,0.0010027732,0.0010041759,0.0010081554,0.0010047539,0.0010007053,0.0010187924,0.0010013508,0.0010058237,0,0,0,0,-0.0028680103797,8
5.07999999999998,16.595214595873,-0.031879398934469,-0.033481557981667,-0.035083715500479,-0.036685873020136,-0.000801078845106,-0.000801078845106,-0.000801078845106,-0.000801078845106,0.0010035076,0.0010042759,0.0010081088,0.0010066149,0.0010009222,0.0010189017,0.0010017505,0.0010067723,0,0,0,0,-0.000958580017594,8
5.09999999999998,16.6567518765281,-0.031553946455418,-0.032906832205041,-0.034259717955039,-0.035612603704939,-0.000676442926387,-0.000676442926387,-0.000676442926387,-0.000676442926387,0.0010026585,0.0010038302,0.001006397,0.0010057891,0.0010007187,0.0010156193,0.0010014661,0.0010056111,0,0,0,0,-0.001140341402019,8
5.11999999999998,16.7181324355428,-0.031369920639121,-0.032520407201319,-0.033670892666141,-0.034821378131571,-0.000575242764239,-0.000575242764239,-0.000575242764239,-0.000575242764239,0.0010029336,0.0010041585,0.0010079674,0.0010057791,0.0010007872,0.0010183102,0.0010016281,0.0010063238,0,0,0,0,0.001248673381147,8
5.13999999999998,16.7793719209983,-0.031273147645453,-0.032255321524109,-0.033237495403063,-0.034219669281756,-0.000491086959181,-0.000491086959181,-0.000491086959181,-0.000491086959181,0.0010029336,0.0010041585,0.0010079674,0.0010057791,0.0010007872,0.0010183102,0.0010016281,0.0010063238,0,0,0,0,0.000267114486391,8
5.15999999999998,16.8404598786873,-0.031175297208207,-0.031997681319529,-0.032820065431046,-0.033642449542598,-0.000411192067486,-0.000411192067486,-0.000411192067486,-0.000411192067486,0.0010027497,0.0010041491,0.0010087378,0.0010056258,0.0010006793,0.0010190542,0.0010015122,0.0010064323,0,0,0,0,-0.000581500488496,8
5.17999999999998,16.9013996527633,-0.031116241810864,-0.031800141408742,-0.032484041006392,-0.033167940603999,-0.000341949805573,-0.000341949805573,-0.000341949805573,-0.000341949805573,0.0010027885,0.001004655,0.0010087572,0.0010066382,0.0010007897,0.0010197446,0.001001591,0.0010069667,0,0,0,0,0.000409694434307,8
5.19999999999998,16.9621920608689,-0.031055634902541,-0.031609572482889,-0.032163510063273,-0.032717447643564,-0.000276968793921,-0.000276968793921,-0.000276968793921,-0.000276968793921,0.0010026501,0.0010048096,0.001007649,0.0010076993,0.0010008701,0.0010182246,0.0010016861,0.0010069138,0,0,0,0,-0.000357857643985,8
5.21999999999998,17.0228357419657,-0.030972110533075,-0.031398216345377,-0.031824322157613,-0.032250427969622,-0.000213052907951,-0.000213052907951,-0.000213052907951,-0.000213052907951,0.0010027032,0.0010048116,0.0010076802,0.0010075116,0.0010008566,0.0010181491,0.0010015809,0.0010068241,0,0,0,0,-0.000452087666822,8
5.23999999999998,17.083328652194,-0.030820579201885,-0.031106070046831,-0.031391560891941,-0.03167705173652,-0.000142745423143,-0.000142745423143,-0.000142745423143,-0.000142745423143,0.0010036336,0.0010053378,0.0010099106,0.0010078321,0.001000953,0.0010219542,0.0010018916,0.0010080556,0,0,0,0,-0.001214281761932,8
5.25999999999998,17.143674920573,-0.030579230659447,-0.030702801311537,-0.030826371963931,-0.030949942615664,-6.17853249260884E-05,-6.17853249260884E-05,-6.17853249260884E-05,-6.17853249260884E-05,0.0010039265,0.0010051469,0.0010092319,0.0010068692,0.0010008839,0.0010207456,0.0010019132,0.0010077704,0,0,0,0,-0.001435351663714,8
5.27999999999998,17.2038783883212,-0.030297592645797,-0.030253165167388,-0.030208737689026,-0.030164310211216,2.22137383084072E-05,2.22137383084072E-05,2.22137383084072E-05,2.22137383084072E-05,0.0010034861,0.0010047758,0.0010091567,0.0010060676,0.001000828,0.0010194802,0.0010016069,0.0010069851,0,0,0,0,-0.000768319932498,8
5.29999999999998,17.2639330130166,-0.030059270460619,-0.029867072311737,-0.029674874162591,-0.029482676013675,9.60990754458563E-05,9.60990754458563E-05,9.60990754458563E-05,9.60990754458563E-05,0.0010042951,0.0010049308,0.0010108947,0.0010057733,0.0010009711,0.0010218953,0.0010017044,0.0010076266,0,0,0,0,0.000394024626041,8
5.31999999999997,17.3238446398977,-0.029840169272801,-0.029514341050585,-0.029188512828495,-0.02886268460656,0.000162914112018,0.000162914112018,0.000162914112018,0.000162914112018,0.0010042429,0.001004623,0.0010089414,0.001006367,0.0010008799,0.0010193363,0.0010018148,0.0010070752,0,0,0,0,-0.000151730657969,8
