time,speed,y4,y6,y8,y10,eps4,eps6,eps8,eps10,sigma_y4,sigma_y6,sigma_y8,sigma_y10,sigma_eps4,sigma_eps6,sigma_eps8,sigma_eps10,K4,K6,K8,K10,delta_f,L
17.2399999999997,11.1978391373611,-0.180117396127684,-0.052582946983891,0.171174339445798,0.485749151487515,0.04511963390472,0.087619777363967,0.132619732299569,0.177619681403391,0.012135385,0.013572426,0.026955286,0.056087278,0.0013988714,0.0017907086,0.0017175686,0.0024310797,0.025000507064726,0.024999284156942,0.025000579802043,0.025000603006113,0.055240906943284,4
17.2599999999997,11.1288718605555,-0.193196473898197,-0.058834165455609,0.16678304500097,0.483204757149947,0.043538096256377,0.088538049747368,0.133538121737748,0.178538095709381,0.012928689,0.013908505,0.029082205,0.059997614,0.0014628426,0.0018839857,0.001851132,0.0026956997,0.025001757863497,0.025000623702354,0.024999498315118,0.025000416138152,0.059845011824955,4
17.2799999999997,11.0550639231779,-0.200580079334179,-0.064028559445395,0.163751031056761,0.482327521350137,0.044609435489125,0.089609387768919,0.134609474311463,0.179609417153416,0.010048534,0.012395757,0.027856814,0.055670157,0.0015977281,0.00177725,0.0018596323,0.0024868238,0.025000550068503,0.025000590800614,0.024999159570394,0.025000628874104,0.057412050322343,4
17.2999999999997,10.977987159482,-0.20707323253417,-0.068049838513697,0.147048824915825,0.463071284543226,0.045838226023256,0.090838310327223,0.133338341831457,0.178338296779759,0.008027758,0.008599024,0.025273265,0.06406386,0.0016911317,0.0022597583,0.0023852282,0.0029976866,0.025000617191017,0.024999437845928,0.024999376033847,0.02500044103015,0.053695517344937,4
17.3199999999997,10.8989911313667,-0.212607590245423,-0.081027660122857,0.146997812043591,0.465801951249511,0.047227280601371,0.089727171499722,0.134727137936158,0.179727192100832,0.009110039,0.005255877,0.01179902,0.03184851,0.0019074014,0.001923722,0.0019914364,0.0019296318,0.024999339021556,0.025000470299937,0.025000576584122,0.024999652722493,0.050690876065123,4
17.3399999999997,10.818944371051,-0.222714664837587,-0.082876211131051,0.148204699137456,0.470049808398461,0.046238071726895,0.091238029941186,0.136237986227237,0.181238085832264,0.0062705176,0.0048404103,0.0144109465,0.038262762,0.0016457327,0.0016123264,0.0016686139,0.002413284,0.024999403516487,0.02500062763933,0.025000583638248,0.024999217897514,0.051659634071116,8
17.3599999999997,10.7397376462524,-0.226813823790091,-0.083645646921328,0.150731059708369,0.475861652472354,0.04787086664495,0.09287083391614,0.137870806593762,0.182870876318397,0.011045899,0.013143263,0.029494971,0.073162034,0.0016146358,0.002092116,0.0020556794,0.0032949583,0.024999452316498,0.025000651046147,0.025000574435406,0.02499911700704,0.048321664631291,8
17.3799999999997,10.6646735903429,-0.226262584921567,-0.077650807559417,0.146459246537636,0.471951009052136,0.050555352303027,0.095555318010272,0.13805534145169,0.183055295121512,0.00966587,0.010860747,0.028033257,0.073120706,0.0018516979,0.002771662,0.0028622602,0.0028005042,0.024999480425154,0.025001900906717,0.02499933553721,0.025000605762247,0.002532954432164,8
17.3999999999997,10.5903112337001,-0.229725655520506,-0.079886859561481,0.161160918761004,0.492905778656982,0.051162730547896,0.096162698603476,0.141162637076255,0.186162712375802,0.010271075,0.0056209215,0.026013322,0.08566765,0.0018904568,0.00384463,0.0049101724,0.0051178546,0.024999419318631,0.025000466529785,0.025000802591933,0.024999532341238,0.045182313953623,8
17.4199999999997,10.5172390649837,-0.229547558799946,-0.075021153940584,0.17067024366865,0.485983454385912,0.053465367631961,0.098465321266063,0.143465392478214,0.185965425066374,0.010160122,0.005974311,0.016354354,0.052605815,0.0014742867,0.0024551204,0.0030526617,0.0032710144,0.025001686542234,0.025000541634714,0.024999422703312,0.02499924501087,0.051762384235517,8
17.4399999999997,10.4482432462441,-0.228981198692056,-0.069737266381254,0.164352267354828,0.500371402506164,0.055788739128892,0.100788697928794,0.143288590910571,0.188288660277823,0.010645955,0.0044475454,0.019578468,0.073090345,0.001829982,0.003429195,0.0038674292,0.004824401,0.024999437768392,0.024999557270552,0.025000748293978,0.025001850810957,0.041898004348945,4
17.4599999999997,10.3840429604108,-0.228080225500209,-0.075615425030984,0.174417569207269,0.515109742805686,0.058115602314305,0.100615719411639,0.145615571513563,0.190615656833674,0.009024186,0.008438965,0.0309495,0.09474338,0.0020108013,0.0038182605,0.004873237,0.0050466605,0.025000515495907,0.024999440589382,0.025001570528193,0.024997953093317,0.046267198396748,8
17.4799999999997,10.3236342357995,-0.235185344687683,-0.0721142279117,0.182097660779895,0.526936291151189,0.057679184468392,0.102679121000689,0.14767909813215,0.192679170162912,0.00832142,0.0044344463,0.015071807,0.050624665,0.0012953936,0.0019349733,0.0024409173,0.0030273334,0.025000475755277,0.025000601330416,0.025000425533939,0.025001772265497,0.074963012714819,8
17.4999999999997,10.2723335765045,-0.234549588079416,-0.067017053523422,0.191629179951876,0.540864362763686,0.059876812456019,0.104876751386648,0.14987685202078,0.194876789834418,0.009427422,0.014581181,0.044681523,0.12001839,0.0019718232,0.0035338057,0.004504742,0.005680474,0.025000558543402,0.025000666616053,0.024999189439983,0.025000736559895,0.02930330145346,8
17.5199999999997,10.2273610716874,-0.232806906072605,-0.060570806246077,0.185750532035126,0.534618887887227,0.06219493775921,0.107195022755426,0.149694908749622,0.194694987902794,0.010043198,0.010954887,0.035491727,0.11574507,0.001931253,0.0031594802,0.0047655622,0.005928316,0.025000571861448,0.024999339346532,0.025000613713768,0.024999431640112,0.041097457865193,8
17.5399999999997,10.1903317388798,-0.230719115564015,-0.065993366298045,0.196972170679628,0.550487478279337,0.064513674684711,0.107013697591507,0.152013766735094,0.19701348857413,0.010652681,0.0074926033,0.028838595,0.10011683,0.0017882739,0.003084913,0.0046489495,0.005393623,0.024999508651509,0.024999196946172,0.024999227439399,0.025001821188795,0.048036666733318,8
17.5599999999997,10.1631208377694,-0.235803165985401,-0.059239598321616,0.208369366889528,0.566515450546937,0.064318551977299,0.109318619787707,0.154318576938701,0.199318522745015,0.011299423,0.017274553,0.049131747,0.14833656,0.002079457,0.003297693,0.005381435,0.0063941376,0.02500052182921,0.024999539702568,0.025000568400868,0.025000657533466,0.047846185696796,6
17.5799999999997,10.1461390380563,-0.233352730203091,-0.052118676643733,0.220141196100483,0.582912128122625,0.066625241694651,0.111625301858576,0.156625269627977,0.201625364747308,0.011044086,0.01967419,0.058284502,0.18399067,0.0022221538,0.0038270084,0.005971175,0.008015869,0.025001728535543,0.024998353660366,0.025000558094055,0.024999360913396,0.047111951664112,4
17.5999999999997,10.1385995595201,-0.230062320467891,-0.043908443781581,0.233257896471251,0.578104597561847,0.069051868399381,0.11405184104132,0.159051782929909,0.201551932268969,0.011211185,0.018865108,0.045997955,0.13507257,0.001578822,0.0025444827,0.003635003,0.0045278175,0.025000425070888,0.025000404588422,0.025000594423394,0.024999117519978,0.045441678926104,4
17.6199999999997,10.1379537433643,-0.231239959655505,-0.043061913542386,0.236128965232794,0.605768554270751,0.070054512992944,0.115054488029229,0.160054424119673,0.205054506799827,0.009800034,0.0090146875,0.023196978,0.07961467,0.001241516,0.0016682714,0.0025825957,0.0036301592,0.025000695366955,0.024999317127879,0.025000790984979,0.024999527734212,0.058400715717558,4
17.6399999999997,10.1435877500195,-0.228246980336499,-0.03556763194568,0.248116960998509,0.62220239502058,0.072281345266299,0.117281318090423,0.162281401156383,0.207281361602102,0.010939293,0.014781161,0.040397093,0.12414126,0.0017392943,0.0026009895,0.003953455,0.0048102518,0.025000656441319,0.025000662832701,0.024999347483933,0.02500055881225,0.048813642030791,4
17.6599999999997,10.1539206804573,-0.224468665786348,-0.027125988942352,0.242764601690769,0.616438312287826,0.074570053477393,0.11956977875301,0.162069915903755,0.207069999848249,0.013247138,0.013938241,0.03695589,0.121611714,0.0015033856,0.002421908,0.0036360687,0.004940677,0.024999381855357,0.025001904140338,0.025000468908854,0.024999216340535,0.043997255382288,4
17.6799999999997,10.1680801525327,-0.219734662896033,-0.03122255484695,0.256827899361031,0.635236439823908,0.076944567143459,0.119444606859009,0.164444554291791,0.20944463533977,0.012407216,0.020398127,0.050780002,0.15590075,0.00163115,0.0029390184,0.00436649,0.005697242,0.02500063614625,0.025000451998114,0.025000412048055,0.024999296921337,0.041761424366507,4
17.6999999999997,10.1855535861845,-0.222743812468414,-0.020612672263013,0.272438564694376,0.655835508382374,0.076933839032543,0.121933804626513,0.166933895127392,0.211933961393373,0.014750764,0.021823324,0.054481827,0.15398026,0.0015444693,0.0026002517,0.0039124275,0.005570247,0.025000830237235,0.025000683291393,0.024999122227024,0.024999204285658,0.037674504263213,4
17.7199999999997,10.2055366995979,-0.216105239702381,-0.008707162007327,0.28960046099502,0.678202553825441,0.07953869680527,0.124538633225063,0.169538615972036,0.214538681658557,0.011216487,0.013195977,0.035613514,0.12182946,0.0014866547,0.0023680758,0.0035524904,0.0050381813,0.024999461251083,0.025000718863333,0.025000365637715,0.02499949056889,0.036506217234925,4
17.7399999999997,10.2276367934951,-0.208200687215944,0.004750150259241,0.289333714317854,0.70266575679635,0.082281009960416,0.127281076684355,0.169781094755474,0.21728110828234,0.0123972725,0.01509477,0.03667607,0.11173459,0.0013776089,0.0024310874,0.0035629515,0.004583166,0.025000342251836,0.024999240074272,0.024999311550051,0.024999094430432,0.032194601692164,4
17.7599999999997,10.2508227568262,-0.199338973336347,0.004805695098917,0.309290808123742,0.704045052729863,0.085111474075436,0.127611503160556,0.172611459041003,0.217611542896886,0.012517743,0.008081105,0.023279324,0.08961187,0.001272853,0.0020708663,0.0032177581,0.004198391,0.025002046482048,0.024999334326559,0.025000653792631,0.024999434729973,0.035745123701213,4
17.7799999999997,10.2750015898872,-0.199287786122999,0.020249049902933,0.330603191562173,0.73119210533961,0.08553029605525,0.130530368668945,0.175530325849451,0.220530145563924,0.014064697,0.016456638,0.048349984,0.15432559,0.0017847838,0.003097177,0.004899098,0.0062542832,0.025000556711026,0.024999324351395,0.024999220719801,0.025000548794161,0.032828882334721,4
17.7999999999997,10.2996185988063,-0.188572820155971,0.03710634419671,0.353590678687064,0.760212519835105,0.088566558698465,0.133566503038398,0.178566558161626,0.223566392970257,0.016577458,0.008377206,0.029896274,0.12391779,0.0017060337,0.002976871,0.005008598,0.0067790276,0.024999203967729,0.025000455584217,0.024999675087832,0.025003091484889,0.028787070172577,4
17.8199999999997,10.3240807892548,-0.176393268658659,0.055778280878674,0.378689750323076,0.791733920680847,0.091773045622987,0.136772995206484,0.181772977308281,0.226773025818995,0.014107478,0.008609178,0.030015456,0.1225205,0.0016577578,0.0027493078,0.0048381076,0.006408264,0.02499940889248,0.024999377284477,0.025000248231978,0.025000669803541,0.026943122075848,4
17.8399999999997,10.3478916697155,-0.168051780707486,0.068416005531632,0.395620271530644,0.812890814172223,0.093901894996063,0.138901848557219,0.183901780213155,0.228901734007629,0.014461768,0.01014399,0.029216604,0.114354186,0.001491042,0.0024606772,0.0039046896,0.0056464337,0.024999121638899,0.025000312820747,0.025000580446541,0.025002911890585,0.026263003008382,4
17.8599999999997,10.3706623767987,-0.153791049037845,0.089504614197494,0.42348775774883,0.847501120714352,0.09727977434708,0.142279743939165,0.187279816856921,0.232279754004999,0.01592166,0.007774781,0.024941899,0.11845787,0.0017686109,0.0027123406,0.0054087113,0.0069234767,0.024999417542682,0.025000508298897,0.024999413966588,0.024998230036371,0.024561851970835,4
17.8799999999997,10.3919785704283,-0.13829884487554,0.095750783864807,0.431716863448256,0.883965953623241,0.10076320865319,0.143263234388843,0.18826319048214,0.235763306313243,0.021866973,0.008159051,0.023622844,0.11737379,0.0016882019,0.0026450218,0.0044966564,0.005797319,0.024999537118823,0.024999265576183,0.024999601125271,0.024998222056082,0.023188444647351,4
17.8999999999997,10.4113205814066,-0.133502726800521,0.11891821385479,0.461975500420744,0.894962757585262,0.101795904293498,0.146795867920701,0.191795832065424,0.236796025572416,0.017512506,0.0066065593,0.022720745,0.10738954,0.0016809269,0.0030006794,0.0054923506,0.00715698,0.024999571634653,0.025000698100995,0.025000512404752,0.025000722393059,0.026890163141007,4
17.9199999999997,10.4285372973015,-0.116698341617484,0.142893588617579,0.493071121722095,0.933122419150018,0.105346200700086,0.150346153497581,0.195346123239151,0.240346176172581,0.021147074,0.01163834,0.03512635,0.14190823,0.0021216595,0.0034308122,0.005627565,0.0076985247,0.025000628691915,0.025000433424669,0.025000462847249,0.025000943161469,0.028083666650775,4
17.9399999999997,10.4434523681283,-0.099108853686952,0.167688611195494,0.525016706073795,0.972146713975115,0.108909346475498,0.153909457869198,0.198909401372172,0.243909463048495,0.028430726,0.0078089223,0.023325158,0.118896715,0.0021679415,0.003849335,0.00651161,0.009183917,0.025000764250637,0.024999182734312,0.024999217530758,0.02500050982185,0.027973111005688,4
17.9599999999997,10.4558654660007,-0.080728516298899,0.193270158733521,0.557739715019211,1.01196491891013,0.112480514565673,0.157480483003755,0.202480542772495,0.247480504198369,0.02312706,0.008908093,0.028603796,0.12570941,0.0020176254,0.0034719298,0.0066593084,0.008844841,0.024999612958202,0.025000442358984,0.025001837042671,0.024998091574358,0.028086511213707,4
17.9799999999997,10.4655988034194,-0.061588589835625,0.201623543770316,0.568254875465426,1.05256046263025,0.11605265130265,0.158552651722366,0.203552854047457,0.251052516130644,0.026060235,0.006249653,0.025818752,0.12920438,0.0021414994,0.0036204276,0.0070401453,0.01046314,0.025000350120814,0.025000461409388,0.025000635194765,0.025000625913421,0.028514788608735,4
17.9999999999997,10.4725879542077,-0.055020990555898,0.228348014476656,0.602130863735994,1.06556980186903,0.117125887556858,0.1621258502487,0.207125676069041,0.252125993117812,0.024821613,0.0050316313,0.016282633,0.0881164,0.0018807208,0.0030832854,0.0052680816,0.007837118,0.024999261875839,0.02500038368134,0.025000322868539,0.024998075416727,0.028466255813816,4
18.0199999999997,10.4768511240332,-0.040069946821831,0.248488001311731,0.62744862512983,1.12464124982419,0.119706990662324,0.16470697276412,0.209707021274835,0.257207163682592,0.038048677,0.008513531,0.026924383,0.14497428,0.0026036855,0.004781759,0.008846901,0.012331814,0.024999377284477,0.025000248231978,0.025000669803541,0.024998048246384,0.027815752059945,4
18.0399999999997,10.4783207707052,-0.020448784012461,0.274831583038531,0.660444836820932,1.13562180839985,0.123042222565521,0.168042201519245,0.213042405301301,0.258042216086476,0.030903155,0.007882534,0.034902684,0.16044863,0.002245089,0.004967211,0.008976226,0.012651981,0.024999547905655,0.025000409716543,0.024997953618255,0.02499838234585,0.028736828364248,4
18.0599999999997,10.4771516388852,0.001775544001189,0.304457128618715,0.697399911815028,1.17980359146053,0.126706747017172,0.171706678364136,0.216706861218504,0.261706963506533,0.025677178,0.013046065,0.047760934,0.18960556,0.0030638943,0.004779027,0.008428816,0.012635454,0.025000578814052,0.025000745215074,0.025000817834999,0.024998192358326,0.028053446014186,4
18.0799999999997,10.4732565678345,0.024046722960388,0.333821572715153,0.733812833257478,1.22320131918487,0.130237346669732,0.175237426112353,0.220237373754182,0.265237219525885,0.034493186,0.008743888,0.03824535,0.17819795,0.0034060152,0.006324145,0.010005642,0.015768759,0.025000693440114,0.024999267067837,0.025000682912895,0.025000465624846,0.031958047838747,4
18.0999999999997,10.4669221486017,0.046681062530418,0.363428898940292,0.770343375501454,1.26657588904642,0.133702267531416,0.178702370170658,0.223702437532291,0.268702483251163,0.029160056,0.009487377,0.040170096,0.16584176,0.0029510264,0.0049045766,0.010589363,0.014757296,0.025000442557048,0.024999016757834,0.025000432485444,0.02500075737509,0.03455467638986,4
18.1199999999997,10.4583422598778,0.054262556942406,0.372774643290297,0.781433969842044,1.30966281007463,0.134576783926454,0.179576735673647,0.224576825572285,0.272076981418064,0.020183127,0.007224542,0.038617533,0.15260425,0.0032674307,0.004888567,0.008755949,0.012090234,0.025000475484727,0.025000740594955,0.025000699923821,0.025000401214671,0.037640014506577,4
18.1399999999997,10.4477590280164,0.076904457455591,0.401969002321868,0.817125648806723,1.32152616305921,0.137838721110177,0.18283866404294,0.227838749043178,0.272838608184392,0.020183127,0.007224542,0.038617533,0.15260425,0.0032674307,0.004888567,0.008755949,0.012090234,0.02500042957343,0.025000712008685,0.025000416423327,0.025000338886522,0.040976771024768,4
18.1599999999997,10.4355389474704,0.099594723102879,0.430977021485821,0.85239964754215,1.36298217935253,0.140982257364162,0.185982365638603,0.230982422774055,0.275982278036565,0.029250901,0.011136593,0.038261585,0.17069352,0.0029833089,0.0041325334,0.007222981,0.009956742,0.025000568216402,0.025000327904872,0.025000821229822,0.025002607551106,0.042986648166441,4
18.1799999999997,10.4218868697147,0.122331665564924,0.459778309059136,0.887202421746872,1.40375826420398,0.144001949869661,0.189001674267652,0.234001754353643,0.279001856937976,0.02166991,0.015480677,0.06608654,0.22531311,0.0031942835,0.0057722433,0.0093926545,0.0125461295,0.024999506970534,0.025000599633785,0.025000557768272,0.025000493741203,0.045270659251337,4
18.1999999999997,10.4069592249472,0.144972761927598,0.466767579254717,0.921366615067996,1.44358825602424,0.146881845792401,0.189381979632288,0.236881851025238,0.281881942467097,0.022284262,0.02816911,0.09055258,0.26345122,0.003597231,0.005015527,0.0082220575,0.010912603,0.025000271588938,0.02500040935279,0.025000717776717,0.025000346492733,0.049073949122515,4
18.2199999999997,10.3907947124106,0.150480757797864,0.494089994014661,0.927644016793657,1.48186254790647,0.147073628443047,0.192073819218861,0.237073653810689,0.284573804163948,0.025346447,0.02333662,0.07880234,0.25476596,0.0038919584,0.0058252863,0.008766364,0.0118150115,0.024999242594644,0.024995603144498,0.024998289847912,0.025000569283658,0.056208008275825,4
18.2399999999997,10.3740855985352,0.173806312598237,0.522982559912783,0.962046791938988,1.49010561488853,0.149846551936525,0.194846510108753,0.239846363766688,0.284846665971887,0.027009007,0.033355486,0.100145504,0.28692967,0.0038505292,0.0058784196,0.009898113,0.013212699,0.024999533248794,0.024998290405027,0.025000468232518,0.025000456528449,0.058810924448843,4
18.2599999999997,10.3567909776764,0.184246843427591,0.53493194010558,0.975477843613153,1.53701937981466,0.150598646910211,0.195598579645307,0.24059845688193,0.288098559801645,0.022653254,0.014042703,0.049345993,0.17876793,0.0024775264,0.0037448932,0.006913528,0.010297411,0.024999343993968,0.025000850615187,0.025002859775233,0.025000506812939,0.064439913976629,4
18.2799999999997,10.3395071351982,0.204304513337549,0.559120527880515,1.00378125906762,1.56960264181909,0.152663348155123,0.197663548612385,0.242663390036628,0.290163534922859,0.018310698,0.014666801,0.056525625,0.18953133,0.0030721994,0.0046866806,0.008514117,0.01146927,0.024999643060289,0.024995770619033,0.025000667622451,0.024995823273504,0.066879934546613,4
18.2999999999997,10.3222157015524,0.223683196982325,0.582224906803028,1.03056333129932,1.56779023475568,0.154516099405298,0.199516039763161,0.244516130091406,0.289516205565736,0.028128004,0.018555678,0.06046797,0.21590024,0.002468455,0.004408106,0.0077703353,0.011194389,0.025001699450143,0.025000681402451,0.025000679720459,0.024998202599375,0.071511438258444,4
18.3199999999997,10.3052190550889,0.24234329670397,0.604169008652957,1.05574863280563,1.59619598426553,0.156153441634364,0.20115314788918,0.246153258495577,0.291153573918667,0.014969787,0.012794703,0.043858282,0.139047,0.0019374376,0.003202716,0.005143717,0.0072960034,0.024999363706634,0.025000657393785,0.02500030971882,0.025000145828778,0.075206420827077,4
18.3399999999997,10.2889196051884,0.242744772684308,0.602444552626005,1.07951949630829,1.62279919900356,0.155097596901016,0.200097570430503,0.247597705448833,0.292597553759072,0.022310939,0.026067087,0.08172735,0.22773427,0.0031360425,0.0048423647,0.008557839,0.011429702,0.024999440375018,0.025000502351682,0.025000305802702,0.025000601228406,0.076657639462825,4
18.3599999999997,10.273376611978,0.259966900000254,0.622212042165057,1.0742225393362,1.64770520104544,0.156363114592837,0.201363433815373,0.246363027592054,0.29386338421069,0.026772818,0.021604743,0.067841835,0.20623274,0.003172805,0.005034597,0.0082663065,0.010867877,0.025000518057695,0.024998010770544,0.025000515976956,0.024998423690869,0.07903187098132,4
18.3799999999997,10.2589164530333,0.276699763620454,0.641166566305088,1.09537466392429,1.63840705911619,0.157472747616337,0.202472570900978,0.247472870929188,0.292472976953053,0.0132384,0.015016873,0.04654765,0.14092226,0.0022585988,0.0030346299,0.0056905225,0.006974653,0.024997983132554,0.025000705923143,0.024998031438173,0.024995556035736,0.080027276852859,4
18.3999999999997,10.2456005798769,0.292968213989557,0.659385762014372,1.11551463874602,1.66046930725625,0.158444720600677,0.203444828590099,0.248444893050434,0.293444733629055,0.014754477,0.0124935545,0.043287266,0.14218757,0.0021690049,0.0035054262,0.0064386353,0.008880806,0.025003034057761,0.025000309258104,0.024998347879119,0.025000492585623,0.081066293287619,4
18.4199999999997,10.2332527704116,0.308724717404739,0.676813219307891,1.1346067097911,1.68118875863281,0.159281748360574,0.204282038743251,0.249281888196979,0.294281952973679,0.008781653,0.0053393613,0.020729518,0.07018341,0.0016639456,0.0020963652,0.003715212,0.0044697695,0.025000476656411,0.024995776875872,0.024998504742237,0.025000784395563,0.084102447773418,4
18.4399999999997,10.2216918242521,0.305863696057992,0.670289389302815,1.12446621557871,1.70021429425679,0.157455714558223,0.202455512758748,0.24745558891018,0.294955755255287,0.009737071,0.0093869455,0.030873707,0.10781485,0.0018507636,0.0023861506,0.0039868015,0.004929506,0.02499783217612,0.024998470029107,0.025000667198983,0.024995779234369,0.089371515891255,4
18.4599999999997,10.211354771105,0.320614353419941,0.686236722366572,1.14158581854518,1.71855958761318,0.158047807788404,0.203047897675744,0.248047756973065,0.295547856108999,0.00881267,0.0068762945,0.027071381,0.0858932,0.0016248979,0.0022584395,0.0036106533,0.004431061,0.025000768737447,0.025000588795176,0.025000592071844,0.025000858126276,0.092166897467896,4
18.4799999999997,10.2025634873546,0.323502554736842,0.686857180474359,1.16775719906657,1.71461002495878,0.156920325931015,0.20192041142134,0.24942029046384,0.294420375207034,0.012532253,0.0161478,0.048683703,0.1331616,0.0020339019,0.0028633156,0.0046746875,0.0060427133,0.025000598895003,0.024998057059727,0.025000788359393,0.024998027122173,0.092809750485304,4
18.4999999999997,10.1946355835552,0.336016390021803,0.699747060296079,1.15323476614437,1.72826567628551,0.157106765189054,0.202106594524469,0.247106697544348,0.294606790970299,0.010879268,0.0083126975,0.027808253,0.09075375,0.0017439176,0.0025425204,0.004467751,0.005521764,0.024995888414344,0.024998272668873,0.025000577771746,0.024996115513054,0.098020962468756,4
18.5199999999997,10.1886089048599,0.347883102384838,0.711731112368103,1.16533216099401,1.70776091722335,0.157165417526708,0.202165486789294,0.247165311821907,0.292165163786466,0.005941799,0.0076579135,0.025686326,0.06882543,0.0015146284,0.0018318995,0.0030622128,0.0036853692,0.025000623700702,0.025000727260402,0.025003183545661,0.025002940265058,0.096446075890631,8
18.5399999999997,10.1842006576241,0.359298582687131,0.723086288096694,1.17662497974429,1.7190097574073,0.157137533792271,0.202137617313044,0.24713789734489,0.292137734453261,0.005075671,0.004680053,0.017328143,0.055707403,0.0013354878,0.0016964138,0.0027264247,0.0035719904,0.025000672262986,0.025000352505194,0.024996200169394,0.024998690467736,0.095369502122568,8
18.5599999999997,10.1828478509914,0.371057123036127,0.734889205544948,1.18846433632328,1.7308809420149,0.157157175838728,0.202157473465258,0.24715731569663,0.292157374484908,0.005633988,0.0032207933,0.012118307,0.044645417,0.0013347658,0.0016310203,0.002724039,0.0032549151,0.025000297553665,0.024995856277511,0.024998134839105,0.025001041934643,0.082950131259254,8
18.5799999999997,10.1789408773123,0.363685201885002,0.722056953297949,1.17024475267581,1.73973851889637,0.154435755982489,0.199435618177633,0.244435682518641,0.291935543303314,0.008046042,0.0053956816,0.021612242,0.07428843,0.0015177644,0.002232997,0.003980542,0.0052406345,0.025000512072318,0.025000545453319,0.025000720312004,0.025000575113619,0.120827229845779,8
18.5999999999997,10.1763958911193,0.370757636958587,0.72770056344875,1.17445868728887,1.71012426644959,0.153718610533606,0.19871865428685,0.243718749448583,0.288718557861819,0.007641756,0.005274157,0.022387117,0.07608342,0.0015124469,0.0022158048,0.0038767653,0.0047691683,0.024997905625393,0.02500101699161,0.024997825107908,0.025000446430035,0.144467923588898,8
18.6199999999997,10.1799968399855,0.374548956576764,0.728953812925144,1.17321418080517,1.70640669751494,0.152462494409958,0.197462774900102,0.242462391804156,0.287462710889677,0.010309525,0.0066818385,0.028843297,0.0906581,0.0016366338,0.002329934,0.0047658198,0.006769058,0.02500049855166,0.024996212624135,0.025000376943269,0.025000607062114,0.154395939761733,8
18.6399999999997,10.1891387393489,0.375011508766262,0.725824026964852,1.16651050510793,1.69618037311821,0.150665165686134,0.195665255044483,0.240665083914718,0.285665398119773,0.009009216,0.007296443,0.025371948,0.080479085,0.0013547393,0.0020152824,0.0040512024,0.0054721674,0.02500053060844,0.025000432843877,0.025000600363763,0.024997951420498,0.165121152661011,8
18.6599999999997,10.2068933926909,0.356249494981411,0.697593508678729,1.12889836563717,1.68077666377822,0.14594529280352,0.190945411338781,0.235945233656152,0.28344561370344,0.0036299091,0.0022940342,0.010885268,0.0377008,0.0011898376,0.001430993,0.0025721353,0.003109151,0.025000574659597,0.025000131660213,0.02500087133965,0.024997963602598,0.159343185407705,8
18.6799999999997,10.2304501549183,0.355495640785307,0.692760316502402,1.11999678215692,1.63635527680047,0.143904898809226,0.188904720513745,0.233904838666857,0.278904664007663,0.0042914017,0.0034659314,0.014697458,0.052301735,0.0011910818,0.0015949459,0.002988705,0.003984438,0.025000789260349,0.025003190231608,0.025000327057807,0.025000473892824,0.159164246469736,8
18.6999999999997,10.259780058855,0.337132374949278,0.664786386069414,1.08249357647953,1.62020989899034,0.139125705286922,0.184125530626874,0.22912562639002,0.276625536678771,0.0045939214,0.0021110857,0.006936268,0.030948292,0.0011691935,0.0014066887,0.0022196197,0.003040329,0.024998181332779,0.025000918243084,0.025000417758747,0.025000594116916,0.155226297265012,8
18.7199999999997,10.2924047439832,0.330144038874321,0.651826182751566,1.06363314047151,1.56471639699557,0.13615586355859,0.181155696169301,0.226155549148867,0.271155606716501,0.004126725,0.0019802172,0.006535492,0.028327592,0.001236522,0.0017095864,0.002885035,0.004064258,0.025000368850164,0.02500060656686,0.025002753280074,0.025000637404633,0.158379820693031,8
18.7399999999997,10.3302425966152,0.322045442915401,0.637523194086949,1.04318782439687,1.53819403717341,0.13307719241956,0.178077488278472,0.223077589854698,0.268077362063869,0.0024385592,0.0014975849,0.003903308,0.017760746,0.0011051814,0.0013558649,0.0020507777,0.0028203707,0.025000295528704,0.025000451851199,0.025000287492827,0.025000976130708,0.151446751529539,8
18.7599999999997,10.3725572536664,0.31334909287302,0.622641834626783,1.02216532480585,1.51108514699145,0.129999756270707,0.174999807848297,0.21999965161608,0.264999980408823,0.0035296676,0.0022100902,0.00920235,0.040140614,0.0012615467,0.0018925414,0.0033858172,0.0047532446,0.025000924660708,0.02499862914535,0.025000829184926,0.024998416155383,0.143295117119023,8
18.7799999999997,10.4175961390549,0.290116085001819,0.588284530097419,0.976762645308061,1.48389714909072,0.124470725705897,0.169470532206236,0.214470826573404,0.261970998050794,0.002444224,0.0021234402,0.010322346,0.033341594,0.0011997994,0.0016310464,0.0028866604,0.003792841,0.025000731965569,0.025000654007699,0.02499860382115,0.02499605990617,0.140028512074034,8
18.7999999999997,10.4632075540325,0.280589431162943,0.572646384283708,0.9550436956651,1.42702609803436,0.121435766069047,0.16643588048947,0.211435673510515,0.256435798789721,0.0012944617,0.0014853494,0.0051104436,0.01612415,0.001107435,0.0013189872,0.0017063855,0.002166255,0.024998480746447,0.024995703256338,0.025000861512549,0.024997947069501,0.146190681926476,8
